timestamp,open,high,low,close,volume
1765353600,138.84,138.98,138.42,138.5,41716.196
1765357200,138.5,139.1,138.14,138.97,77100.062
1765360800,138.97,139.88,136.81,136.97,207333.154
1765364400,136.96,137.5,136.33,137.24,144892.302
1765368000,137.23,138.15,136.81,137.9,92081.601
1765371600,137.89,138.16,137.47,137.7,76103.025
1765375200,137.69,137.74,136.52,137.17,144101.458
1765378800,137.18,137.66,135.71,136.17,173675.218
1765382400,136.16,137.45,135.73,136.14,187027.491
1765386000,136.13,137.19,135.92,136.85,169330.67799999999
1765389600,136.84,139.52,136.41,137.72,306007.087
1765393200,137.72,139.64,136.19,138.67,599151.421
1765396800,138.67,142.57,137.43,138.34,791126.484
1765400400,138.33,138.87,136.8,137.15,218565.98
1765404000,137.16,137.85,135.39,137.61,137587.931
1765407600,137.6,137.82,136.11,136.26,80464.378
1765411200,136.26,136.43,133.45,133.86,228643.027
1765414800,133.86,134.19,132.66,132.89,174931.902
1765418400,132.89,132.94,130.52,130.78,457794.039
1765422000,130.78,130.78,129.0,129.39,386650.022
1765425600,129.39,131.52,129.04,131.04,232060.312
1765429200,131.04,131.3,130.47,131.19,121709.082
1765432800,131.19,131.42,130.37,131.06,105175.52
1765436400,131.06,131.4,130.66,131.03,83938.722
1765440000,131.03,131.13,130.15,131.1,99287.831
1765443600,131.1,131.41,130.83,130.95,91863.943
1765447200,130.94,131.11,130.5,130.83,66541.631
1765450800,130.83,131.22,130.76,130.93,64281.744
1765454400,130.93,131.87,130.73,131.23,93567.131
1765458000,131.22,131.52,130.88,131.31,63568.31
1765461600,131.31,131.51,129.84,130.63,209484.402
1765465200,130.63,132.82,130.31,131.18,200128.338
1765468800,131.17,132.0,130.12,131.34,102105.985
1765472400,131.33,132.6,130.8,132.07,102995.588
1765501200,136.22,137.25,136.06,136.74,77307.113
1765504800,136.73,137.95,136.51,137.22,116214.265
1765508400,137.21,137.45,136.56,137.08,78799.819
1765512000,137.08,137.19,136.77,137.04,68751.428
1765515600,137.04,138.93,136.52,138.9,179135.535
1765519200,138.91,140.12,138.71,139.13,239723.125
1765522800,139.14,139.42,138.79,139.09,90951.486
1765526400,139.09,139.15,137.46,137.95,162531.202
1765530000,137.94,138.47,137.19,138.25,106624.385
1765533600,138.24,138.56,137.95,138.35,86799.442
1765537200,138.36,138.77,137.86,138.71,73823.255
1765540800,138.72,139.86,138.33,139.64,110230.662
1765544400,139.64,139.64,138.72,138.98,110526.808
1765548000,138.99,139.16,138.63,138.8,30696.467
