timestamp,open,high,low,close,volume
1750118400,3.676,3.767,3.663,3.719,1528041.33
1750204800,3.719,3.786,3.572,3.622,3408886.9
1750291200,3.622,3.657,3.5,3.548,4264985.84
1750377600,3.547,3.566,3.33,3.437,5839557.25
1750464000,3.437,3.508,3.209,3.324,4680813.25
1750550400,3.325,3.363,3.007,3.153,7006700.08
1750636800,3.153,3.421,3.123,3.416,6549187.61
1750723200,3.416,3.513,3.385,3.439,3386818.35
1750809600,3.438,3.459,3.341,3.352,2222274.84
1750896000,3.352,3.433,3.286,3.299,2779304.82
1750982400,3.299,3.378,3.274,3.359,2847300.26
1751068800,3.36,3.426,3.33,3.407,1395133.32
1751155200,3.408,3.582,3.379,3.541,2077054.3699999999
1751241600,3.542,3.56,3.383,3.397,2207117.81
1751328000,3.397,3.42,3.256,3.281,2301017.21
1751414400,3.28,3.625,3.241,3.545,3881671.45
1751500800,3.545,3.665,3.529,3.539,2872374.14
1751587200,3.539,3.561,3.317,3.358,3628024.44
1751673600,3.358,3.39,3.308,3.356,1529376.59
1751760000,3.356,3.448,3.328,3.395,2263828.82
1751846400,3.395,3.437,3.323,3.369,1827678.04
1751932800,3.369,3.477,3.327,3.448,2148591.56
1752019200,3.448,3.659,3.417,3.62,3878938.7
1752105600,3.62,3.893,3.59,3.881,5525117.59
1752192000,3.882,4.084,3.81,3.907,7301246.03
1752278400,3.906,4.065,3.833,3.891,3763596.57
1752364800,3.891,4.059,3.876,3.984,2634922.27
1752451200,3.986,4.196,3.901,3.95,5339422.1
1752537600,3.951,4.099,3.8,4.083,5039542.42
1752624000,4.082,4.269,4.011,4.156,5598791.63
1752710400,4.156,4.303,4.065,4.26,7339572.82
1752796800,4.26,4.624,4.137,4.227,11260632.18
1752883200,4.228,4.454,4.133,4.409,4129667.11
1752969600,4.41,4.553,4.348,4.48,4947370.08
1753056000,4.48,4.615,4.395,4.499,6454681.59
1753142400,4.499,4.554,4.279,4.549,8722252.71
1753228800,4.551,4.551,4.0,4.113,5787968.65
1753315200,4.114,4.202,3.894,4.0,9511887.5
1753401600,4.001,4.1,3.863,4.088,5851484.55
1753488000,4.088,4.195,4.069,4.124,2620685.48
1753574400,4.124,4.25,4.113,4.24,2535662.71
1753660800,4.239,4.309,3.93,3.965,5282427.87
1753747200,3.965,4.084,3.82,3.905,5252692.26
1753833600,3.905,3.921,3.626,3.805,6009940.76
1753920000,3.807,3.921,3.665,3.682,4605409.91
1754006400,3.682,3.723,3.446,3.547,9058479.94
1754092800,3.547,3.631,3.427,3.509,5330421.96
1754179200,3.508,3.627,3.459,3.602,2674091.62
1754265600,3.603,3.735,3.597,3.72,3233787.99
1754352000,3.72,3.725,3.538,3.621,2946630.32
1754438400,3.62,3.696,3.553,3.673,2600020.13
1754524800,3.673,3.872,3.644,3.867,4665641.62
1754611200,3.867,3.998,3.809,3.979,6847819.4
1754697600,3.98,4.167,3.971,4.138,4156652.43
1754784000,4.138,4.181,3.965,4.046,4983940.04
1754870400,4.047,4.158,3.817,3.854,5367473.21
1754956800,3.854,4.212,3.837,4.157,4326522.53
1755043200,4.157,4.317,4.097,4.276,5930721.84
1755129600,4.277,4.371,3.903,3.986,7236882.56
1755216000,3.985,4.103,3.82,3.896,5637478.69
1755302400,3.895,3.983,3.89,3.966,2278179.5
1755388800,3.965,4.128,3.923,4.051,3567255.7600000002
1755475200,4.052,4.062,3.83,3.914,7122762.56
1755561600,3.915,3.96,3.712,3.719,4714716.64
1755648000,3.72,3.905,3.697,3.884,3724785.56
1755734400,3.884,3.923,3.78,3.797,2198937.96
1755820800,3.797,4.207,3.762,4.18,4955211.72
1755907200,4.181,4.265,4.026,4.228,5989192.13
1755993600,4.228,4.283,4.013,4.11,8810962.13
1756080000,4.11,4.146,3.689,3.734,10873559.96
1756166400,3.733,3.923,3.708,3.887,3817684.78
1756252800,3.887,3.925,3.824,3.837,4172029.54
1756339200,3.837,4.005,3.807,3.981,6118854.65
1756425600,3.98,4.002,3.724,3.774,6810062.69
1756512000,3.775,3.825,3.712,3.811,2535018.13
1756598400,3.81,3.875,3.735,3.742,4359614.56
1756684800,3.742,3.887,3.612,3.693,7158574.31
1756771200,3.694,3.826,3.676,3.82,3184862.16
1756857600,3.819,3.9,3.786,3.865,2192424.95
1756944000,3.866,3.877,3.725,3.764,2431719.4
1757030400,3.764,3.848,3.757,3.828,2541019.63
1757116800,3.827,3.885,3.789,3.823,2215311.4
1757203200,3.824,4.017,3.822,3.995,2470747.58
1757289600,3.996,4.074,3.981,4.045,5556347.51
1757376000,4.045,4.182,4.004,4.14,5818764.39
1757462400,4.139,4.227,4.054,4.216,4935545.64
1757548800,4.216,4.26,4.173,4.242,4208140.81
1757635200,4.242,4.322,4.174,4.319,4667350.09
1757721600,4.319,4.595,4.303,4.492,7026249.71
1757808000,4.492,4.498,4.308,4.316,3878228.25
1757894400,4.316,4.405,4.125,4.151,5561760.78
1757980800,4.151,4.295,4.109,4.253,5293079.89
1758067200,4.254,4.432,4.157,4.403,5699428.08
1758153600,4.403,4.595,4.373,4.533,7210790.37
1758240000,4.533,4.882,4.318,4.359,12085546.04
1758326400,4.358,4.416,4.289,4.356,4534926.05
1758412800,4.356,4.387,4.253,4.262,3217205.64
1758499200,4.261,4.279,3.821,4.037,11444820.8
1758585600,4.037,4.059,3.938,3.966,4029340.9
1758672000,3.965,4.086,3.889,3.992,4410779.51
1758758400,3.992,4.005,3.771,3.804,6487046.13
1758844800,3.804,3.958,3.776,3.924,3674192.62
1758931200,3.924,3.927,3.851,3.889,2034914.67
1759017600,3.889,4.03,3.792,3.997,3128976.36
1759104000,3.997,4.023,3.916,3.98,3749618.7399999998
1759190400,3.98,3.992,3.841,3.909,2882503.37
1759276800,3.909,4.126,3.883,4.126,4224060.16
1759363200,4.126,4.34,4.1,4.306,5228014.44
1759449600,4.307,4.347,4.179,4.32,4100681.29
1759536000,4.321,4.329,4.154,4.187,3471742.8
1759622400,4.189,4.375,4.077,4.134,5029332.68
1759708800,4.134,4.409,4.109,4.398,4841525.47
1759795200,4.399,4.434,4.131,4.139,3841919.23
1759881600,4.139,4.234,4.063,4.194,5329539.38
1759968000,4.194,4.198,3.982,4.075,5566355.32
1760054400,4.074,4.201,0.633,2.946,43882193.253
1760140800,2.945,3.317,2.873,2.997,29551484.12
1760227200,2.997,3.307,2.907,3.241,7985358.26
1760313600,3.241,3.448,3.194,3.374,8943155.12
1760400000,3.375,3.399,3.072,3.248,9047385.07
1760486400,3.248,3.341,3.089,3.137,5045345.43
1760572800,3.137,3.208,2.97,3.016,6970372.33
1760659200,3.017,3.061,2.772,2.892,10162082.11
1760745600,2.892,2.971,2.889,2.932,2893606.91
1760832000,2.933,3.038,2.886,3.009,4079516.12
1760918400,3.009,3.123,2.949,3.086,4623860.04
1761004800,3.085,3.144,2.95,3.006,4310296.74
1761091200,3.005,3.028,2.834,2.918,5169450.41
1761177600,2.919,3.006,2.912,3.002,3372903.18
1761264000,3.003,3.093,2.992,3.078,2987174.7
1761350400,3.079,3.106,3.027,3.09,1519058.51
1761436800,3.091,3.239,3.059,3.195,2545675.52
