timestamp,funding_rate
1578297600,0.00010000
1578326400,0.00487889
1578355200,0.00180851
1578384000,0.00075005
1578412800,0.00022266
1578441600,0.00010000
1578470400,0.00139017
1578499200,0.00065731
1578528000,0.00010000
1578556800,0.00010000
1578585600,0.00010000
1578614400,0.00010000
1578643200,0.00010000
1578672000,0.00010000
1578700800,0.00010000
1578729600,0.00010000
1578758400,0.00010000
1578787200,0.00010000
1578816000,0.00010000
1578844800,0.00010000
1578873600,0.00022677
1578902400,0.00010000
1578931200,0.00010000
1578960000,0.00023193
1578988800,0.00010000
1579017600,0.00058179
1579046400,0.00275417
1579075200,0.00181173
1579104000,0.00180187
1579132800,0.00109311
1579161600,0.00010000
1579190400,0.00010000
1579219200,0.00010000
1579248000,0.00010000
1579276800,0.00010000
1579305600,0.00010000
1579334400,0.00010000
1579363200,0.00033018
1579392000,0.00185072
1579420800,0.00164121
1579449600,0.00087585
1579478400,0.00049196
1579507200,0.00010000
1579536000,0.00010000
1579564800,0.00010000
1579593600,0.00010000
1579622400,0.00034253
1579651200,0.00017282
1579680000,0.00013911
1579708800,0.00010000
1579737600,0.00042104
1579766400,0.00029574
1579795200,0.00010000
1579824000,0.00010000
1579852800,0.00010000
1579881600,0.00010000
1579910400,0.00010000
1579939200,0.00010000
1579968000,0.00010000
1579996800,0.00010000
1580025600,0.00010000
1580054400,0.00010000
1580083200,0.00010000
1580112000,0.00010000
1580140800,0.00010000
1580169600,0.00010000
1580198400,0.00025437
1580227200,0.00029490
1580256000,0.00111354
1580284800,0.00108821
1580313600,0.00129547
1580342400,0.00104493
1580371200,0.00084960
1580400000,0.00094568
1580428800,0.00163247
1580457600,0.00139455
1580486400,0.00065705
1580515200,0.00011588
1580544000,0.00021319
1580572800,0.00034136
1580601600,0.00073987
1580630400,0.00052875
1580659200,0.00070499
1580688000,0.00076429
1580716800,0.00060280
1580745600,0.00068694
1580774400,0.00097581
1580803200,0.00065478
1580832000,0.00087324
1580860800,0.00084913
1580889600,0.00015617
1580918400,0.00055073
1580947200,0.00154527
1580976000,0.00185237
1581004800,0.00129262
1581033600,0.00121796
1581062400,0.00107989
1581091200,0.00194481
1581120000,0.00098417
1581148800,0.00031831
1581177600,0.00068328
1581206400,0.00090964
1581235200,0.00094769
1581264000,0.00123672
1581292800,0.00084757
1581321600,0.00108900
1581350400,0.00073909
1581379200,0.00050019
1581408000,0.00063707
1581436800,0.00069900
1581465600,0.00271290
1581494400,0.00412417
1581523200,0.00225375
1581552000,0.00260997
1581580800,0.00399863
1581609600,0.00071174
1581638400,0.00046998
1581667200,0.00065324
1581696000,0.00123369
1581724800,0.00203384
1581753600,0.00074374
1581782400,0.00092091
1581811200,0.00010000
1581840000,0.00061959
1581868800,0.00013594
1581897600,0.00010000
1581926400,0.00010000
1581955200,0.00027680
1581984000,0.00032492
1582012800,0.00052507
1582041600,0.00047347
1582070400,0.00090213
1582099200,0.00063226
1582128000,0.00068491
1582156800,0.00014727
1582185600,0.00010000
1582214400,0.00010000
1582243200,0.00010000
1582272000,0.00021036
1582300800,0.00020904
1582329600,0.00017202
1582358400,0.00039830
1582387200,0.00036526
1582416000,0.00024281
1582444800,0.00064350
1582473600,0.00064068
1582502400,0.00045487
1582531200,0.00020174
1582560000,0.00010000
1582588800,0.00030932
1582617600,0.00029794
1582646400,0.00011103
1582675200,0.00010000
1582704000,0.00012143
1582732800,0.00010000
1582761600,0.00010000
1582790400,0.00010000
1582819200,0.00010000
1582848000,0.00015561
1582876800,0.00020472
1582905600,0.00010000
1582934400,0.00010000
1582963200,0.00040397
1582992000,0.00018203
1583020800,0.00022598
1583049600,0.00013142
1583078400,0.00010000
1583107200,0.00030761
1583136000,0.00010000
1583164800,0.00010000
1583193600,0.00027794
1583222400,0.00024294
1583251200,0.00010000
1583280000,0.00019764
1583308800,0.00018098
1583337600,0.00022050
1583366400,0.00010000
1583395200,0.00017193
1583424000,0.00047024
1583452800,0.00025270
1583481600,0.00033903
1583510400,0.00030528
1583539200,0.00039742
1583568000,0.00032370
1583596800,0.00025411
1583625600,0.00071553
1583654400,0.00027966
1583683200,0.00022191
1583712000,0.00010000
1583740800,0.00010000
1583769600,0.00010000
1583798400,0.00010000
1583827200,0.00010000
1583856000,0.00010000
1583884800,0.00010000
1583913600,0.00010000
1583942400,0.00010000
1583971200,0.00010000
1584000000,0.00010000
1584028800,-0.00054364
1584057600,0.00008860
1584086400,-0.00432483
1584115200,-0.00105843
1584144000,-0.00046517
1584172800,0.00010000
1584201600,0.00010000
1584230400,0.00010000
1584259200,0.00006808
1584288000,0.00010000
1584316800,0.00010000
1584345600,0.00010000
1584374400,-0.00072875
1584403200,0.00004465
1584432000,0.00009686
1584460800,0.00010000
1584489600,0.00010000
1584518400,0.00010000
1584547200,0.00010000
1584576000,0.00010000
1584604800,0.00010000
1584633600,0.00010000
1584662400,0.00010000
1584691200,0.00010000
1584720000,0.00010000
1584748800,0.00010000
1584777600,0.00010000
1584806400,0.00010000
1584835200,0.00010000
1584864000,-0.00002544
1584892800,-0.00001993
1584921600,0.00010000
1584950400,0.00010000
1584979200,0.00010000
1585008000,0.00000886
1585036800,0.00009185
1585065600,0.00010000
1585094400,-0.00009172
1585123200,0.00010000
1585152000,0.00010000
1585180800,0.00005580
1585209600,0.00010000
1585238400,0.00010000
1585267200,0.00010000
1585296000,0.00010000
1585324800,0.00010000
1585353600,0.00010000
1585382400,0.00010000
1585411200,0.00010000
1585440000,0.00010000
1585468800,0.00010000
1585497600,0.00010000
1585526400,-0.00000183
1585555200,0.00010000
1585584000,0.00010000
1585612800,0.00010000
1585641600,0.00010000
1585670400,0.00010000
1585699200,0.00010000
1585728000,0.00010000
1585756800,0.00010000
1585785600,0.00008970
1585814400,0.00010000
1585843200,0.00010000
1585872000,0.00010000
1585900800,0.00010000
1585929600,0.00010000
1585958400,0.00010000
1585987200,-0.00002439
1586016000,0.00010000
1586044800,0.00010000
1586073600,0.00010000
1586102400,-0.00020256
1586131200,0.00010000
1586160000,0.00010000
1586188800,0.00010000
1586217600,0.00010000
1586246400,0.00010000
1586275200,0.00010000
1586304000,0.00010000
1586332800,0.00010000
1586361600,0.00010000
1586390400,0.00010000
1586419200,0.00010000
1586448000,0.00010000
1586476800,0.00010000
1586505600,0.00010000
1586534400,-0.00020724
1586563200,-0.00026331
1586592000,0.00010000
1586620800,0.00010000
1586649600,-0.00000042
1586678400,0.00010000
1586707200,0.00010000
1586736000,0.00010000
1586764800,-0.00024679
1586793600,0.00008827
1586822400,0.00004705
1586851200,-0.00010590
1586880000,0.00001930
1586908800,-0.00017188
1586937600,0.00010000
1586966400,0.00010000
1586995200,0.00010000
1587024000,0.00006679
1587052800,0.00009179
1587081600,0.00010000
1587110400,0.00010000
1587139200,0.00010000
1587168000,0.00010000
1587196800,0.00010000
1587225600,0.00010000
1587254400,0.00010000
1587283200,0.00010000
1587312000,0.00010000
1587340800,0.00010000
1587369600,0.00010000
1587398400,0.00010000
1587427200,0.00010000
1587456000,0.00010000
1587484800,0.00010000
1587513600,0.00010000
1587542400,0.00010000
1587571200,0.00010000
1587600000,0.00010000
1587628800,0.00010000
1587657600,0.00010000
1587686400,0.00010000
1587715200,0.00010000
1587744000,0.00010000
1587772800,0.00010000
1587801600,0.00010000
1587830400,0.00010000
1587859200,0.00010000
1587888000,-0.00014499
1587916800,0.00010000
1587945600,-0.00002841
1587974400,0.00010000
1588003200,0.00010000
1588032000,0.00010000
1588060800,0.00010000
1588089600,0.00010000
1588118400,0.00010000
1588147200,0.00010000
1588176000,0.00010000
1588204800,0.00010000
1588233600,0.00013667
1588262400,0.00010000
1588291200,0.00010000
1588320000,0.00010000
1588348800,0.00010000
1588377600,0.00010000
1588406400,0.00010000
1588435200,0.00010000
1588464000,0.00010000
1588492800,0.00010000
1588521600,0.00010000
1588550400,0.00010000
1588579200,0.00010000
1588608000,0.00010000
1588636800,0.00010000
1588665600,0.00010000
1588694400,0.00010000
1588723200,0.00010000
1588752000,0.00010000
1588780800,0.00010000
1588809600,0.00010000
1588838400,0.00010000
1588867200,0.00010000
1588896000,0.00010000
1588924800,0.00010000
1588953600,0.00010903
1588982400,0.00045743
1589011200,0.00048324
1589040000,0.00070029
1589068800,0.00034151
1589097600,0.00010000
1589126400,0.00010000
1589155200,0.00010000
1589184000,0.00010000
1589212800,0.00010000
1589241600,0.00010000
1589270400,0.00010000
1589299200,0.00010000
1589328000,0.00010000
1589356800,0.00010000
1589385600,0.00010000
1589414400,0.00010000
1589443200,0.00010000
1589472000,0.00010000
1589500800,0.00010000
1589529600,0.00010000
1589558400,0.00010000
1589587200,0.00010000
1589616000,0.00010000
1589644800,0.00010000
1589673600,0.00010000
1589702400,0.00010000
1589731200,0.00010000
1589760000,0.00010000
1589788800,0.00010000
1589817600,0.00010000
1589846400,0.00010000
1589875200,0.00010000
1589904000,0.00010000
1589932800,0.00010000
1589961600,0.00010000
1589990400,0.00010000
1590019200,0.00010000
1590048000,0.00010000
1590076800,0.00006321
1590105600,-0.00024532
1590134400,0.00010000
1590163200,0.00010000
1590192000,0.00010000
1590220800,0.00010000
1590249600,0.00010000
1590278400,0.00010000
1590307200,0.00010000
1590336000,0.00010000
1590364800,0.00010000
1590393600,0.00010000
1590422400,0.00010000
1590451200,0.00010000
1590480000,0.00010000
1590508800,0.00010000
1590537600,0.00010000
1590566400,0.00010000
1590595200,0.00010000
1590624000,0.00010000
1590652800,0.00010000
1590681600,0.00010000
1590710400,0.00010000
1590739200,0.00010000
1590768000,0.00010000
1590796800,0.00010000
1590825600,0.00010000
1590854400,0.00010000
1590883200,0.00010000
1590912000,0.00010000
1590940800,0.00010000
1590969600,0.00010000
1590998400,0.00010000
1591027200,0.00010000
1591056000,0.00010000
1591084800,0.00010000
1591113600,0.00024373
1591142400,0.00010000
1591171200,0.00010000
1591200000,0.00010000
1591228800,0.00010000
1591257600,0.00010000
1591286400,0.00010000
1591315200,0.00010000
1591344000,0.00010000
1591372800,0.00010000
1591401600,0.00010000
1591430400,0.00010000
1591459200,0.00010000
1591488000,0.00010000
1591516800,0.00010000
1591545600,0.00010000
1591574400,0.00010000
1591603200,0.00010000
1591632000,0.00010000
1591660800,0.00010000
1591689600,0.00010000
1591718400,0.00010000
1591747200,0.00010000
1591776000,0.00010000
1591804800,0.00010000
1591833600,0.00010000
1591862400,0.00010000
1591891200,0.00010000
1591920000,0.00010000
1591948800,0.00010000
1591977600,0.00008437
1592006400,0.00010000
1592035200,0.00010000
1592064000,0.00008303
1592092800,0.00010000
1592121600,-0.00012098
1592150400,0.00010000
1592179200,-0.00005103
